x,y,intensidad,temperatura_real_C
380.0,0.0,0.0024,30.0
384.0,0.0,0.0024,30.0
388.0,0.0,0.0025,30.0
392.0,0.0,0.0025,30.0
396.0,0.0,0.0025,30.0
400.0,0.0,0.0026,30.0
404.0,0.0,0.0026,30.0
408.0,0.0,0.0026,30.0
412.0,0.0,0.0026,30.0
416.0,0.0,0.0027,30.0
420.0,0.0,0.0027,30.0
424.0,0.0,0.0027,30.0
428.0,0.0,0.0027,30.0
432.0,0.0,0.0027,30.0
436.0,0.0,0.0027,30.0
440.0,0.0,0.0027,30.0
444.0,0.0,0.0028,30.0
448.0,0.0,0.0028,30.0
452.0,0.0,0.0028,30.0
456.0,0.0,0.0028,30.0
460.0,0.0,0.0027,30.0
464.0,0.0,0.0027,30.0
468.0,0.0,0.0027,30.0
472.0,0.0,0.0027,30.0
476.0,0.0,0.0027,30.0
480.0,0.0,0.0027,30.0
484.0,0.0,0.0027,30.0
488.0,0.0,0.0026,30.0
492.0,0.0,0.0026,30.0
496.0,0.0,0.0026,30.0
500.0,0.0,0.0025,30.0
504.0,0.0,0.0025,30.0
508.0,0.0,0.0025,30.0
512.0,0.0,0.0024,30.0
516.0,0.0,0.0024,30.0
520.0,0.0,0.0024,30.0
524.0,0.0,0.0023,30.0
528.0,0.0,0.0023,30.0
532.0,0.0,0.0022,30.0
536.0,0.0,0.0022,30.0
540.0,0.0,0.0021,30.0
544.0,0.0,0.0021,30.0
548.0,0.0,0.002,30.0
552.0,0.0,0.002,30.0
556.0,0.0,0.0019,30.0
560.0,0.0,0.0019,30.0
564.0,0.0,0.0018,30.0
568.0,0.0,0.0018,30.0
572.0,0.0,0.0017,30.0
576.0,0.0,0.0017,30.0
580.0,0.0,0.0016,30.0
584.0,0.0,0.0016,30.0
588.0,0.0,0.0015,30.0
592.0,0.0,0.0015,30.0
596.0,0.0,0.0014,30.0
600.0,0.0,0.0014,30.0
604.0,0.0,0.0013,30.0
608.0,0.0,0.0013,30.0
612.0,0.0,0.0013,30.0
616.0,0.0,0.0012,30.0
620.0,0.0,0.0012,30.0
624.0,0.0,0.0011,30.0
628.0,0.0,0.0011,30.0
632.0,0.0,0.001,30.0
636.0,0.0,0.001,30.0
640.0,0.0,0.0009,30.0
644.0,0.0,0.0009,30.0
648.0,0.0,0.0009,30.0
652.0,0.0,0.0008,30.0
656.0,0.0,0.0008,30.0
660.0,0.0,0.0008,30.0
664.0,0.0,0.0007,30.0
668.0,0.0,0.0007,30.0
672.0,0.0,0.0007,30.0
676.0,0.0,0.0006,30.0
680.0,0.0,0.0006,30.0
684.0,0.0,0.0006,30.0
688.0,0.0,0.0005,30.0
692.0,0.0,0.0005,30.0
696.0,0.0,0.0005,30.0
700.0,0.0,0.0005,30.0
704.0,0.0,0.0004,30.0
708.0,0.0,0.0004,30.0
712.0,0.0,0.0004,30.0
716.0,0.0,0.0004,30.0
720.0,0.0,0.0004,30.0
724.0,0.0,0.0003,30.0
728.0,0.0,0.0003,30.0
732.0,0.0,0.0003,30.0
736.0,0.0,0.0003,30.0
740.0,0.0,0.0003,30.0
744.0,0.0,0.0003,30.0
748.0,0.0,0.0002,30.0
752.0,0.0,0.0002,30.0
756.0,0.0,0.0002,30.0
760.0,0.0,0.0002,30.0
764.0,0.0,0.0002,30.0
768.0,0.0,0.0002,30.0
772.0,0.0,0.0002,30.0
776.0,0.0,0.0002,30.0
780.0,0.0,1e-04,30.0
784.0,0.0,1e-04,30.0
788.0,0.0,1e-04,30.0
792.0,0.0,1e-04,30.0
796.0,0.0,1e-04,30.0
0.0,3.0,0.0,30.0
4.0,3.0,0.0,30.0
8.0,3.0,0.0,30.0
12.0,3.0,0.0,30.0
16.0,3.0,0.0,30.0
20.0,3.0,0.0,30.0
24.0,3.0,0.0,30.0
28.0,3.0,0.0,30.0
32.0,3.0,0.0,30.0
36.0,3.0,0.0,30.0
40.0,3.0,0.0,30.0
44.0,3.0,0.0,30.0
48.0,3.0,0.0,30.0
52.0,3.0,1e-04,30.0
56.0,3.0,1e-04,30.0
60.0,3.0,1e-04,30.0
64.0,3.0,1e-04,30.0
68.0,3.0,1e-04,30.0
72.0,3.0,1e-04,30.0
76.0,3.0,1e-04,30.0
80.0,3.0,1e-04,30.0
84.0,3.0,1e-04,30.0
88.0,3.0,1e-04,30.0
92.0,3.0,1e-04,30.0
96.0,3.0,1e-04,30.0
100.0,3.0,1e-04,30.0
104.0,3.0,1e-04,30.0
108.0,3.0,1e-04,30.0
112.0,3.0,1e-04,30.0
116.0,3.0,0.0002,30.0
120.0,3.0,0.0002,30.0
124.0,3.0,0.0002,30.0
128.0,3.0,0.0002,30.0
132.0,3.0,0.0002,30.0
136.0,3.0,0.0002,30.0
140.0,3.0,0.0002,30.0
144.0,3.0,0.0002,30.0
148.0,3.0,0.0003,30.0
152.0,3.0,0.0003,30.0
156.0,3.0,0.0003,30.0
160.0,3.0,0.0003,30.0
164.0,3.0,0.0003,30.0
168.0,3.0,0.0003,30.0
172.0,3.0,0.0004,30.0
176.0,3.0,0.0004,30.0
180.0,3.0,0.0004,30.0
184.0,3.0,0.0004,30.0
188.0,3.0,0.0004,30.0
192.0,3.0,0.0005,30.0
196.0,3.0,0.0005,30.0
200.0,3.0,0.0005,30.0
204.0,3.0,0.0006,30.0
208.0,3.0,0.0006,30.0
212.0,3.0,0.0006,30.0
216.0,3.0,0.0006,30.0
220.0,3.0,0.0007,30.0
224.0,3.0,0.0007,30.0
228.0,3.0,0.0007,30.0
232.0,3.0,0.0008,30.0
236.0,3.0,0.0008,30.0
240.0,3.0,0.0009,30.0
244.0,3.0,0.0009,30.0
248.0,3.0,0.0009,30.0
252.0,3.0,0.001,30.0
256.0,3.0,0.001,30.0
260.0,3.0,0.0011,30.0
264.0,3.0,0.0011,30.0
268.0,3.0,0.0012,30.0
272.0,3.0,0.0012,30.0
276.0,3.0,0.0013,30.0
280.0,3.0,0.0013,30.0
284.0,3.0,0.0014,30.0
288.0,3.0,0.0014,30.0
292.0,3.0,0.0015,30.0
296.0,3.0,0.0015,30.0
300.0,3.0,0.0016,30.0
304.0,3.0,0.0016,30.0
308.0,3.0,0.0017,30.0
312.0,3.0,0.0017,30.0
316.0,3.0,0.0018,30.0
320.0,3.0,0.0018,30.0
324.0,3.0,0.0019,30.0
328.0,3.0,0.002,30.0
332.0,3.0,0.002,30.0
336.0,3.0,0.0021,30.0
340.0,3.0,0.0021,30.0
344.0,3.0,0.0022,30.0
348.0,3.0,0.0022,30.0
352.0,3.0,0.0023,30.0
356.0,3.0,0.0023,30.0
360.0,3.0,0.0024,30.0
364.0,3.0,0.0024,30.0
368.0,3.0,0.0025,30.0
372.0,3.0,0.0025,30.0
376.0,3.0,0.0026,30.0
380.0,3.0,0.0026,30.0
384.0,3.0,0.0027,30.0
388.0,3.0,0.0027,30.0
392.0,3.0,0.0028,30.0
396.0,3.0,0.0028,30.0
400.0,3.0,0.0028,30.0
404.0,3.0,0.0029,30.0
408.0,3.0,0.0029,30.0
412.0,3.0,0.0029,30.0
416.0,3.0,0.0029,30.0
420.0,3.0,0.003,30.0
424.0,3.0,0.003,30.0
428.0,3.0,0.003,30.0
432.0,3.0,0.003,30.0
436.0,3.0,0.003,30.0
440.0,3.0,0.003,30.0
444.0,3.0,0.003,30.0
448.0,3.0,0.003,30.0
452.0,3.0,0.003,30.0
456.0,3.0,0.003,30.0
460.0,3.0,0.003,30.0
464.0,3.0,0.003,30.0
468.0,3.0,0.003,30.0
472.0,3.0,0.003,30.0
476.0,3.0,0.003,30.0
480.0,3.0,0.003,30.0
484.0,3.0,0.0029,30.0
488.0,3.0,0.0029,30.0
492.0,3.0,0.0029,30.0
496.0,3.0,0.0028,30.0
500.0,3.0,0.0028,30.0
504.0,3.0,0.0028,30.0
508.0,3.0,0.0027,30.0
512.0,3.0,0.0027,30.0
516.0,3.0,0.0027,30.0
520.0,3.0,0.0026,30.0
524.0,3.0,0.0026,30.0
528.0,3.0,0.0025,30.0
532.0,3.0,0.0025,30.0
536.0,3.0,0.0024,30.0
540.0,3.0,0.0024,30.0
544.0,3.0,0.0023,30.0
548.0,3.0,0.0023,30.0
552.0,3.0,0.0022,30.0
556.0,3.0,0.0021,30.0
560.0,3.0,0.0021,30.0
564.0,3.0,0.002,30.0
568.0,3.0,0.002,30.0
572.0,3.0,0.0019,30.0
576.0,3.0,0.0019,30.0
580.0,3.0,0.0018,30.0
584.0,3.0,0.0018,30.0
588.0,3.0,0.0017,30.0
592.0,3.0,0.0016,30.0
596.0,3.0,0.0016,30.0
600.0,3.0,0.0015,30.0
604.0,3.0,0.0015,30.0
608.0,3.0,0.0014,30.0
612.0,3.0,0.0014,30.0
616.0,3.0,0.0013,30.0
620.0,3.0,0.0013,30.0
624.0,3.0,0.0012,30.0
628.0,3.0,0.0012,30.0
632.0,3.0,0.0011,30.0
636.0,3.0,0.0011,30.0
640.0,3.0,0.001,30.0
644.0,3.0,0.001,30.0
648.0,3.0,0.001,30.0
652.0,3.0,0.0009,30.0
656.0,3.0,0.0009,30.0
660.0,3.0,0.0008,30.0
664.0,3.0,0.0008,30.0
668.0,3.0,0.0008,30.0
672.0,3.0,0.0007,30.0
676.0,3.0,0.0007,30.0
680.0,3.0,0.0007,30.0
684.0,3.0,0.0006,30.0
688.0,3.0,0.0006,30.0
692.0,3.0,0.0006,30.0
696.0,3.0,0.0005,30.0
700.0,3.0,0.0005,30.0
704.0,3.0,0.0005,30.0
708.0,3.0,0.0005,30.0
712.0,3.0,0.0004,30.0
716.0,3.0,0.0004,30.0
720.0,3.0,0.0004,30.0
724.0,3.0,0.0004,30.0
728.0,3.0,0.0003,30.0
732.0,3.0,0.0003,30.0
736.0,3.0,0.0003,30.0
740.0,3.0,0.0003,30.0
744.0,3.0,0.0003,30.0
748.0,3.0,0.0003,30.0
752.0,3.0,0.0002,30.0
756.0,3.0,0.0002,30.0
760.0,3.0,0.0002,30.0
764.0,3.0,0.0002,30.0
768.0,3.0,0.0002,30.0
772.0,3.0,0.0002,30.0
776.0,3.0,0.0002,30.0
780.0,3.0,0.0002,30.0
784.0,3.0,1e-04,30.0
788.0,3.0,1e-04,30.0
792.0,3.0,1e-04,30.0
796.0,3.0,1e-04,30.0
0.0,6.1,0.0,30.0
4.0,6.1,0.0,30.0
8.0,6.1,0.0,30.0
12.0,6.1,0.0,30.0
16.0,6.1,0.0,30.0
20.0,6.1,0.0,30.0
24.0,6.1,0.0,30.0
28.0,6.1,0.0,30.0
32.0,6.1,0.0,30.0
36.0,6.1,0.0,30.0
40.0,6.1,0.0,30.0
44.0,6.1,0.0,30.0
48.0,6.1,1e-04,30.0
52.0,6.1,1e-04,30.0
56.0,6.1,1e-04,30.0
60.0,6.1,1e-04,30.0
64.0,6.1,1e-04,30.0
68.0,6.1,1e-04,30.0
72.0,6.1,1e-04,30.0
76.0,6.1,1e-04,30.0
80.0,6.1,1e-04,30.0
84.0,6.1,1e-04,30.0
88.0,6.1,1e-04,30.0
92.0,6.1,1e-04,30.0
96.0,6.1,1e-04,30.0
100.0,6.1,1e-04,30.0
104.0,6.1,1e-04,30.0
108.0,6.1,1e-04,30.0
112.0,6.1,0.0002,30.0
116.0,6.1,0.0002,30.0
120.0,6.1,0.0002,30.0
124.0,6.1,0.0002,30.0
128.0,6.1,0.0002,30.0
132.0,6.1,0.0002,30.0
136.0,6.1,0.0002,30.0
140.0,6.1,0.0002,30.0
144.0,6.1,0.0003,30.0
148.0,6.1,0.0003,30.0
152.0,6.1,0.0003,30.0
156.0,6.1,0.0003,30.0
160.0,6.1,0.0003,30.0
164.0,6.1,0.0003,30.0
168.0,6.1,0.0004,30.0
172.0,6.1,0.0004,30.0
176.0,6.1,0.0004,30.0
180.0,6.1,0.0004,30.0
184.0,6.1,0.0005,30.0
188.0,6.1,0.0005,30.0
192.0,6.1,0.0005,30.0
196.0,6.1,0.0005,30.0
200.0,6.1,0.0006,30.0
204.0,6.1,0.0006,30.0
208.0,6.1,0.0006,30.0
212.0,6.1,0.0007,30.0
216.0,6.1,0.0007,30.0
220.0,6.1,0.0007,30.0
224.0,6.1,0.0008,30.0
228.0,6.1,0.0008,30.0
232.0,6.1,0.0009,30.0
236.0,6.1,0.0009,30.0
240.0,6.1,0.0009,30.0
244.0,6.1,0.001,30.0
248.0,6.1,0.001,30.0
252.0,6.1,0.0011,30.0
256.0,6.1,0.0011,30.0
260.0,6.1,0.0012,30.0
264.0,6.1,0.0012,30.0
268.0,6.1,0.0013,30.0
272.0,6.1,0.0013,30.0
276.0,6.1,0.0014,30.0
280.0,6.1,0.0014,30.0
284.0,6.1,0.0015,30.0
288.0,6.1,0.0015,30.0
292.0,6.1,0.0016,30.0
296.0,6.1,0.0017,30.0
300.0,6.1,0.0017,30.0
304.0,6.1,0.0018,30.0
308.0,6.1,0.0018,30.0
312.0,6.1,0.0019,30.0
316.0,6.1,0.002,30.0
320.0,6.1,0.002,30.0
324.0,6.1,0.0021,30.0
328.0,6.1,0.0022,30.0
332.0,6.1,0.0022,30.0
336.0,6.1,0.0023,30.0
340.0,6.1,0.0023,30.0
344.0,6.1,0.0024,30.0
348.0,6.1,0.0025,30.0
352.0,6.1,0.0025,30.0
356.0,6.1,0.0026,30.0
360.0,6.1,0.0026,30.0
364.0,6.1,0.0027,30.0
368.0,6.1,0.0027,30.0
372.0,6.1,0.0028,30.0
376.0,6.1,0.0029,30.0
380.0,6.1,0.0029,30.0
384.0,6.1,0.003,30.0
388.0,6.1,0.003,30.0
392.0,6.1,0.003,30.0
396.0,6.1,0.0031,30.0
400.0,6.1,0.0031,30.0
404.0,6.1,0.0032,30.0
408.0,6.1,0.0032,30.0
412.0,6.1,0.0032,30.0
416.0,6.1,0.0033,30.0
420.0,6.1,0.0033,30.0
424.0,6.1,0.0033,30.0
428.0,6.1,0.0033,30.0
432.0,6.1,0.0033,30.0
436.0,6.1,0.0033,30.0
440.0,6.1,0.0034,30.0
444.0,6.1,0.0034,30.0
448.0,6.1,0.0034,30.0
452.0,6.1,0.0034,30.0
456.0,6.1,0.0034,30.0
460.0,6.1,0.0034,30.0
464.0,6.1,0.0033,30.0
468.0,6.1,0.0033,30.0
472.0,6.1,0.0033,30.0
476.0,6.1,0.0033,30.0
480.0,6.1,0.0033,30.0
484.0,6.1,0.0032,30.0
488.0,6.1,0.0032,30.0
492.0,6.1,0.0032,30.0
496.0,6.1,0.0031,30.0
500.0,6.1,0.0031,30.0
504.0,6.1,0.0031,30.0
508.0,6.1,0.003,30.0
512.0,6.1,0.003,30.0
516.0,6.1,0.0029,30.0
520.0,6.1,0.0029,30.0
524.0,6.1,0.0028,30.0
528.0,6.1,0.0028,30.0
532.0,6.1,0.0027,30.0
536.0,6.1,0.0027,30.0
540.0,6.1,0.0026,30.0
544.0,6.1,0.0025,30.0
548.0,6.1,0.0025,30.0
552.0,6.1,0.0024,30.0
556.0,6.1,0.0024,30.0
560.0,6.1,0.0023,30.0
564.0,6.1,0.0022,30.0
568.0,6.1,0.0022,30.0
572.0,6.1,0.0021,30.0
576.0,6.1,0.0021,30.0
580.0,6.1,0.002,30.0
584.0,6.1,0.0019,30.0
588.0,6.1,0.0019,30.0
592.0,6.1,0.0018,30.0
596.0,6.1,0.0017,30.0
600.0,6.1,0.0017,30.0
604.0,6.1,0.0016,30.0
608.0,6.1,0.0016,30.0
612.0,6.1,0.0015,30.0
616.0,6.1,0.0015,30.0
620.0,6.1,0.0014,30.0
624.0,6.1,0.0013,30.0
628.0,6.1,0.0013,30.0
632.0,6.1,0.0012,30.0
636.0,6.1,0.0012,30.0
640.0,6.1,0.0011,30.0
644.0,6.1,0.0011,30.0
648.0,6.1,0.001,30.0
652.0,6.1,0.001,30.0
656.0,6.1,0.001,30.0
660.0,6.1,0.0009,30.0
664.0,6.1,0.0009,30.0
668.0,6.1,0.0008,30.0
672.0,6.1,0.0008,30.0
676.0,6.1,0.0007,30.0
680.0,6.1,0.0007,30.0
684.0,6.1,0.0007,30.0
688.0,6.1,0.0006,30.0
692.0,6.1,0.0006,30.0
696.0,6.1,0.0006,30.0
700.0,6.1,0.0006,30.0
704.0,6.1,0.0005,30.0
708.0,6.1,0.0005,30.0
712.0,6.1,0.0005,30.0
716.0,6.1,0.0004,30.0
720.0,6.1,0.0004,30.0
724.0,6.1,0.0004,30.0
728.0,6.1,0.0004,30.0
732.0,6.1,0.0004,30.0
736.0,6.1,0.0003,30.0
740.0,6.1,0.0003,30.0
744.0,6.1,0.0003,30.0
748.0,6.1,0.0003,30.0
752.0,6.1,0.0003,30.0
756.0,6.1,0.0002,30.0
760.0,6.1,0.0002,30.0
764.0,6.1,0.0002,30.0
768.0,6.1,0.0002,30.0
772.0,6.1,0.0002,30.0
776.0,6.1,0.0002,30.0
780.0,6.1,0.0002,30.0
784.0,6.1,0.0002,30.0
788.0,6.1,1e-04,30.0
792.0,6.1,1e-04,30.0
796.0,6.1,1e-04,30.0
0.0,9.1,0.0,30.0
4.0,9.1,0.0,30.0
8.0,9.1,0.0,30.0
12.0,9.1,0.0,30.0
16.0,9.1,0.0,30.0
20.0,9.1,0.0,30.0
24.0,9.1,0.0,30.0
28.0,9.1,0.0,30.0
32.0,9.1,0.0,30.0
36.0,9.1,0.0,30.0
40.0,9.1,0.0,30.0
44.0,9.1,1e-04,30.0
48.0,9.1,1e-04,30.0
52.0,9.1,1e-04,30.0
56.0,9.1,1e-04,30.0
60.0,9.1,1e-04,30.0
64.0,9.1,1e-04,30.0
68.0,9.1,1e-04,30.0
72.0,9.1,1e-04,30.0
76.0,9.1,1e-04,30.0
80.0,9.1,1e-04,30.0
84.0,9.1,1e-04,30.0
88.0,9.1,1e-04,30.0
92.0,9.1,1e-04,30.0
96.0,9.1,1e-04,30.0
100.0,9.1,1e-04,30.0
104.0,9.1,1e-04,30.0
108.0,9.1,0.0002,30.0
112.0,9.1,0.0002,30.0
116.0,9.1,0.0002,30.0
120.0,9.1,0.0002,30.0
124.0,9.1,0.0002,30.0
128.0,9.1,0.0002,30.0
132.0,9.1,0.0002,30.0
136.0,9.1,0.0002,30.0
140.0,9.1,0.0003,30.0
144.0,9.1,0.0003,30.0
148.0,9.1,0.0003,30.0
152.0,9.1,0.0003,30.0
156.0,9.1,0.0003,30.0
160.0,9.1,0.0004,30.0
164.0,9.1,0.0004,30.0
168.0,9.1,0.0004,30.0
172.0,9.1,0.0004,30.0
176.0,9.1,0.0004,30.0
180.0,9.1,0.0005,30.0
184.0,9.1,0.0005,30.0
188.0,9.1,0.0005,30.0
192.0,9.1,0.0006,30.0
196.0,9.1,0.0006,30.0
200.0,9.1,0.0006,30.0
204.0,9.1,0.0007,30.0
208.0,9.1,0.0007,30.0
212.0,9.1,0.0007,30.0
216.0,9.1,0.0008,30.0
220.0,9.1,0.0008,30.0
224.0,9.1,0.0008,30.0
228.0,9.1,0.0009,30.0
232.0,9.1,0.0009,30.0
236.0,9.1,0.001,30.0
240.0,9.1,0.001,30.0
244.0,9.1,0.0011,30.0
248.0,9.1,0.0011,30.0
252.0,9.1,0.0012,30.0
256.0,9.1,0.0012,30.0
260.0,9.1,0.0013,30.0
264.0,9.1,0.0013,30.0
268.0,9.1,0.0014,30.0
272.0,9.1,0.0014,30.0
276.0,9.1,0.0015,30.0
280.0,9.1,0.0016,30.0
284.0,9.1,0.0016,30.0
288.0,9.1,0.0017,30.0
292.0,9.1,0.0018,30.0
296.0,9.1,0.0018,30.0
300.0,9.1,0.0019,30.0
304.0,9.1,0.002,30.0
308.0,9.1,0.002,30.0
312.0,9.1,0.0021,30.0
316.0,9.1,0.0022,30.0
320.0,9.1,0.0022,30.0
324.0,9.1,0.0023,30.0
328.0,9.1,0.0024,30.0
332.0,9.1,0.0024,30.0
336.0,9.1,0.0025,30.0
340.0,9.1,0.0026,30.0
344.0,9.1,0.0026,30.0
348.0,9.1,0.0027,30.0
352.0,9.1,0.0028,30.0
356.0,9.1,0.0028,30.0
360.0,9.1,0.0029,30.0
364.0,9.1,0.003,30.0
368.0,9.1,0.003,30.0
372.0,9.1,0.0031,30.0
376.0,9.1,0.0032,30.0
380.0,9.1,0.0032,30.0
384.0,9.1,0.0033,30.0
388.0,9.1,0.0033,30.0
392.0,9.1,0.0034,30.0
396.0,9.1,0.0034,30.0
400.0,9.1,0.0035,30.0
404.0,9.1,0.0035,30.0
408.0,9.1,0.0035,30.0
412.0,9.1,0.0036,30.0
416.0,9.1,0.0036,30.0
420.0,9.1,0.0036,30.0
424.0,9.1,0.0036,30.0
428.0,9.1,0.0037,30.0
432.0,9.1,0.0037,30.0
436.0,9.1,0.0037,30.0
440.0,9.1,0.0037,30.0
444.0,9.1,0.0037,30.0
448.0,9.1,0.0037,30.0
452.0,9.1,0.0037,30.0
456.0,9.1,0.0037,30.0
460.0,9.1,0.0037,30.0
464.0,9.1,0.0037,30.0
468.0,9.1,0.0037,30.0
472.0,9.1,0.0037,30.0
476.0,9.1,0.0036,30.0
480.0,9.1,0.0036,30.0
484.0,9.1,0.0036,30.0
488.0,9.1,0.0035,30.0
492.0,9.1,0.0035,30.0
496.0,9.1,0.0035,30.0
500.0,9.1,0.0034,30.0
504.0,9.1,0.0034,30.0
508.0,9.1,0.0033,30.0
512.0,9.1,0.0033,30.0
516.0,9.1,0.0032,30.0
520.0,9.1,0.0032,30.0
524.0,9.1,0.0031,30.0
528.0,9.1,0.0031,30.0
532.0,9.1,0.003,30.0
536.0,9.1,0.0029,30.0
540.0,9.1,0.0029,30.0
544.0,9.1,0.0028,30.0
548.0,9.1,0.0027,30.0
552.0,9.1,0.0027,30.0
556.0,9.1,0.0026,30.0
560.0,9.1,0.0025,30.0
564.0,9.1,0.0025,30.0
568.0,9.1,0.0024,30.0
572.0,9.1,0.0023,30.0
576.0,9.1,0.0023,30.0
580.0,9.1,0.0022,30.0
584.0,9.1,0.0021,30.0
588.0,9.1,0.0021,30.0
592.0,9.1,0.002,30.0
596.0,9.1,0.0019,30.0
600.0,9.1,0.0019,30.0
604.0,9.1,0.0018,30.0
608.0,9.1,0.0017,30.0
612.0,9.1,0.0017,30.0
616.0,9.1,0.0016,30.0
620.0,9.1,0.0015,30.0
624.0,9.1,0.0015,30.0
628.0,9.1,0.0014,30.0
632.0,9.1,0.0014,30.0
636.0,9.1,0.0013,30.0
640.0,9.1,0.0012,30.0
644.0,9.1,0.0012,30.0
648.0,9.1,0.0011,30.0
652.0,9.1,0.0011,30.0
656.0,9.1,0.001,30.0
660.0,9.1,0.001,30.0
664.0,9.1,0.0009,30.0
668.0,9.1,0.0009,30.0
672.0,9.1,0.0009,30.0
676.0,9.1,0.0008,30.0
680.0,9.1,0.0008,30.0
684.0,9.1,0.0007,30.0
688.0,9.1,0.0007,30.0
692.0,9.1,0.0007,30.0
696.0,9.1,0.0006,30.0
700.0,9.1,0.0006,30.0
704.0,9.1,0.0006,30.0
708.0,9.1,0.0005,30.0
712.0,9.1,0.0005,30.0
716.0,9.1,0.0005,30.0
720.0,9.1,0.0005,30.0
724.0,9.1,0.0004,30.0
728.0,9.1,0.0004,30.0
732.0,9.1,0.0004,30.0
736.0,9.1,0.0004,30.0
740.0,9.1,0.0003,30.0
744.0,9.1,0.0003,30.0
748.0,9.1,0.0003,30.0
752.0,9.1,0.0003,30.0
756.0,9.1,0.0003,30.0
760.0,9.1,0.0003,30.0
764.0,9.1,0.0002,30.0
768.0,9.1,0.0002,30.0
772.0,9.1,0.0002,30.0
776.0,9.1,0.0002,30.0
780.0,9.1,0.0002,30.0
784.0,9.1,0.0002,30.0
788.0,9.1,0.0002,30.0
792.0,9.1,0.0002,30.0
796.0,9.1,1e-04,30.0
0.0,12.2,0.0,30.0
4.0,12.2,0.0,30.0
8.0,12.2,0.0,30.0
12.0,12.2,0.0,30.0
16.0,12.2,0.0,30.0
20.0,12.2,0.0,30.0
24.0,12.2,0.0,30.0
28.0,12.2,0.0,30.0
32.0,12.2,0.0,30.0
36.0,12.2,0.0,30.0
40.0,12.2,1e-04,30.0
44.0,12.2,1e-04,30.0
48.0,12.2,1e-04,30.0
52.0,12.2,1e-04,30.0
56.0,12.2,1e-04,30.0
60.0,12.2,1e-04,30.0
64.0,12.2,1e-04,30.0
68.0,12.2,1e-04,30.0
72.0,12.2,1e-04,30.0
76.0,12.2,1e-04,30.0
80.0,12.2,1e-04,30.0
84.0,12.2,1e-04,30.0
88.0,12.2,1e-04,30.0
92.0,12.2,1e-04,30.0
96.0,12.2,1e-04,30.0
100.0,12.2,1e-04,30.0
104.0,12.2,0.0002,30.0
108.0,12.2,0.0002,30.0
